date,state,district,bio_age_5_17,bio_age_17_,total_bio,total_bio_lag_7,total_bio_lag_14,total_bio_roll_mean_7,total_bio_roll_mean_30,total_bio_roll_std_30,capacity_ratio,risk_level,z_score,is_anomaly_z,is_anomaly_if,day,month,weekday,year
2025-12-18,Bihar,East Champaran,16,21,37,1156.0,1554.0,1027.142857142857,1078.4333333333334,563.9676979826041,0.03427724423308526,Low,-1.8433502252466831,0,0,18,12,3,2025
2025-12-19,Bihar,East Champaran,576,795,1371,1372.0,1859.0,1027.0,1105.7666666666667,557.3559305626119,1.2387434870343041,Medium,0.4750255505768128,0,0,19,12,4,2025
2025-12-20,Bihar,East Champaran,189,262,451,1628.0,797.0,858.8571428571429,1086.5666666666666,569.941901656958,0.4146872222392497,Low,-1.1131897393100034,0,0,20,12,5,2025
2025-12-23,Bihar,East Champaran,0,1,1,1923.0,1052.0,584.2857142857143,1046.9333333333334,602.8899329598642,0.0009542591767924168,Low,-1.731993325682494,0,0,23,12,1,2025
2025-12-25,Bihar,East Champaran,831,1008,1839,241.0,1344.0,812.5714285714286,1072.6666666666667,620.0086947851433,1.712822104936355,High,1.2340138548276998,0,0,25,12,3,2025
2025-12-26,Bihar,East Champaran,662,943,1605,506.0,1114.0,969.5714285714286,1113.8,612.7438796666574,1.4397201291711519,High,0.8003338465334846,0,0,26,12,4,2025
2025-12-27,Bihar,East Champaran,602,703,1305,1483.0,2334.0,944.1428571428571,1132.4333333333334,609.6652944561872,1.1513689968532188,Medium,0.28258797123937024,0,0,27,12,5,2025
2025-12-28,Bihar,East Champaran,169,194,363,37.0,1156.0,990.7142857142857,1135.7666666666667,605.0033162253408,0.3193267454476146,Low,-1.275185541029804,0,0,28,12,6,2025
2025-12-29,Bihar,East Champaran,574,487,1061,1371.0,1372.0,946.4285714285714,1155.5333333333333,591.9808205964147,0.9173968180770118,Low,-0.15942055805152777,0,0,29,12,0,2025
2025-03-01,Bihar,Gaya,16486,21241,37727,,,37727.0,37727.0,0.0,0.9999734944868532,Low,0.0,0,1,1,3,5,2025
2025-04-01,Bihar,Gaya,17648,14616,32264,,,34995.5,34995.5,3862.9243456221093,0.9219207635049219,Low,-0.7069237789541183,0,1,1,4,1,2025
2025-05-01,Bihar,Gaya,10806,8820,19626,,,29872.333333333332,29872.333333333332,9284.48180208962,0.6569738897567508,Low,-1.103478909519534,0,1,1,5,3,2025
2025-06-01,Bihar,Gaya,9699,8991,18690,,,27076.75,27076.75,9419.600818682993,0.6902346022103019,Low,-0.8902563818824959,0,1,1,6,6,2025
2025-07-01,Bihar,Gaya,9260,12192,21452,,,25951.8,25951.8,8536.639983037823,0.8265774791159336,Low,-0.5270543158226381,0,1,1,7,1,2025
2025-09-01,Bihar,Gaya,350,450,800,,,21759.833333333332,21759.833333333332,12795.8932852172,0.036763297974189105,Low,-1.6378845135440687,0,0,1,9,0,2025
2025-09-02,Bihar,Gaya,240,287,527,,,18726.571428571428,18726.571428571428,14172.172802798481,0.0281403278588483,Low,-1.2840859052376712,0,0,2,9,1,2025
2025-09-03,Bihar,Gaya,268,426,694,37727.0,,13436.142857142857,16472.5,14587.812036079982,0.04212826661001002,Low,-1.081547967098196,0,0,3,9,2,2025
2025-09-04,Bihar,Gaya,235,364,599,32264.0,,8912.57142857143,14708.777777777777,14635.578983916026,0.040721213403027465,Low,-0.9640079005676706,0,0,4,9,3,2025
2025-09-05,Bihar,Gaya,79,105,184,19626.0,,6135.142857142857,13256.3,14542.938836807061,0.013879145829090389,Low,-0.898814285915263,0,0,5,9,4,2025
2025-09-06,Bihar,Gaya,301,346,647,18690.0,,3557.5714285714284,12110.0,14310.884095680462,0.0534225084633804,Low,-0.8009427636057858,0,0,6,9,5,2025
2025-09-07,Bihar,Gaya,17,30,47,21452.0,,499.7142857142857,11104.75,14082.237923420345,0.004232041960245818,Low,-0.7851709997465159,0,0,7,9,6,2025
2025-09-08,Bihar,Gaya,247,390,637,800.0,,476.42857142857144,10299.538461538461,13791.750889664592,0.06184142725921722,Low,-0.700551944919048,0,0,8,9,0,2025
2025-09-09,Bihar,Gaya,400,517,917,527.0,,532.1428571428571,9629.357142857143,13485.86934881866,0.0952197292786946,Low,-0.6459881027630978,0,0,9,9,1,2025
2025-09-10,Bihar,Gaya,443,648,1091,694.0,37727.0,588.8571428571429,9060.133333333333,13180.982089286643,0.12040436442829079,Low,-0.6045474253686072,0,0,10,9,2,2025
2025-09-11,Bihar,Gaya,263,425,688,599.0,32264.0,601.5714285714286,8536.875,12904.903129560227,0.08058211205949958,Low,-0.6081616234994516,0,0,11,9,3,2025
2025-09-12,Bihar,Gaya,289,492,781,184.0,19626.0,686.8571428571429,8080.64705882353,12635.918600072062,0.09663871662736193,Low,-0.5776445421419351,0,0,12,9,4,2025
2025-09-13,Bihar,Gaya,205,299,504,647.0,18690.0,666.4285714285714,7659.722222222223,12388.038356820882,0.0657901416315549,Low,-0.5775849598756455,0,0,13,9,5,2025
2025-09-14,Bihar,Gaya,25,36,61,47.0,21452.0,668.4285714285714,7259.789473684211,12164.568323979769,0.008401290275814577,Low,-0.5917347453052849,0,0,14,9,6,2025
2025-09-15,Bihar,Gaya,252,404,656,637.0,800.0,671.1428571428571,6929.6,11931.847121310086,0.09465269962196635,Low,-0.5257420912395996,0,0,15,9,0,2025
2025-09-16,Bihar,Gaya,244,486,730,917.0,527.0,644.4285714285714,6634.380952380952,11708.149595372406,0.1100162907358102,Low,-0.5042536099047221,0,0,16,9,1,2025
2025-09-17,Bihar,Gaya,149,267,416,1091.0,694.0,548.0,6351.727272727273,11502.641419968008,0.0654836863194047,Low,-0.5159868128733607,0,0,17,9,2,2025
2025-09-18,Bihar,Gaya,306,502,808,688.0,599.0,565.1428571428571,6110.695652173913,11297.470857090026,0.13220553607125327,Low,-0.46932861262781955,0,0,18,9,3,2025
2025-09-19,Bihar,Gaya,338,488,826,781.0,184.0,571.5714285714286,5890.5,11101.678275005954,0.140201985911907,Low,-0.45615119834653445,0,0,19,9,4,2025
2025-09-20,Bihar,Gaya,306,423,729,504.0,647.0,603.7142857142857,5684.04,10916.849421421915,0.12823128773060524,Low,-0.45384762225037784,0,0,20,9,5,2025
2025-10-15,Bihar,Gaya,245,252,497,61.0,47.0,666.0,5484.538461538462,10744.54837107924,0.09060186223917432,Low,-0.46414927273158174,0,0,15,10,2,2025
2025-10-16,Bihar,Gaya,347,422,769,656.0,637.0,682.1428571428571,5309.888888888889,10574.908125926904,0.1447968534248295,Low,-0.4293616051520788,0,0,16,10,3,2025
2025-10-17,Bihar,Gaya,304,422,726,730.0,917.0,681.5714285714286,5146.178571428572,10413.323616632157,0.1410481470431096,Low,-0.4244326116743042,0,0,17,10,4,2025
2025-10-18,Bihar,Gaya,353,511,864,416.0,1091.0,745.5714285714286,4998.517241379311,10256.55204742207,0.17281668574896886,Low,-0.4030705593561573,0,0,18,10,5,2025
2025-10-19,Bihar,Gaya,240,379,619,808.0,688.0,718.5714285714286,4852.533333333334,10109.832887644186,0.12753595318874222,Low,-0.41871262045156227,0,0,19,10,6,2025
2025-10-20,Bihar,Gaya,9,29,38,826.0,781.0,606.0,3596.233333333333,8006.793217845291,0.010563673934597886,Low,-0.44434630572176165,0,0,20,10,0,2025
2025-10-21,Bihar,Gaya,13,19,32,729.0,504.0,506.42857142857144,2521.8333333333335,5917.205317070537,0.01268415141705754,Low,-0.42070749491431647,0,0,21,10,1,2025
2025-10-22,Bihar,Gaya,1,2,3,497.0,61.0,435.85714285714283,1867.7333333333333,4970.058085647759,0.0016053654882094823,Low,-0.375117993233094,0,0,22,10,2,2025
2025-10-23,Bihar,Gaya,8,22,30,769.0,656.0,330.2857142857143,1245.7333333333333,3828.7700909293867,0.02406288433773595,Low,-0.3174429024375994,0,0,23,10,3,2025
2025-10-24,Bihar,Gaya,267,324,591,726.0,730.0,311.0,550.3666666666667,308.1843921100675,1.0718819902061545,Medium,0.13142103667014388,0,0,24,10,4,2025
2025-10-25,Bihar,Gaya,274,367,641,864.0,416.0,279.14285714285717,545.0666666666667,305.0950031048726,1.1738493468440971,Medium,0.3134103215022596,0,0,25,10,5,2025
2025-10-26,Bihar,Gaya,474,729,1203,619.0,808.0,362.57142857142856,567.6,327.83107508765147,2.115722827998593,High,1.9322991290608138,0,0,26,10,6,2025
2025-10-27,Bihar,Gaya,346,532,878,38.0,826.0,482.57142857142856,573.7333333333333,331.97246804554715,1.5276650040598538,High,0.913789264477705,0,0,27,10,0,2025
2025-10-28,Bihar,Gaya,172,189,361,32.0,729.0,529.5714285714286,565.8,334.1842770605833,0.636908962597036,Low,-0.6110071802770841,0,0,28,10,1,2025
2025-10-29,Bihar,Gaya,124,206,330,3.0,497.0,576.2857142857143,570.6666666666666,329.4621880176165,0.577259475218659,Low,-0.7282729322540133,0,0,29,10,2,2025
2025-10-30,Bihar,Gaya,105,180,285,30.0,769.0,612.7142857142857,558.6,333.17827887973635,0.5092923516797713,Low,-0.8187246667173806,0,0,30,10,3,2025
2025-10-31,Bihar,Gaya,152,301,453,591.0,726.0,593.0,572.1333333333333,319.65215289529436,0.7903919972083285,Low,-0.3715344876297621,0,0,31,10,4,2025
2025-11-01,Bihar,Gaya,123,189,312,641.0,864.0,546.0,561.3,322.86905106862287,0.5548639516272453,Low,-0.7697555514409962,0,0,1,11,5,2025
2025-11-02,Bihar,Gaya,314,590,904,1203.0,619.0,503.2857142857143,560.8666666666667,322.38355110490744,1.608922638822971,High,1.061072315400541,0,0,2,11,6,2025
2025-11-03,Bihar,Gaya,379,665,1044,878.0,38.0,527.0,559.3,319.8224884806461,1.863287524540425,High,1.510804315169571,0,0,3,11,0,2025
2025-11-04,Bihar,Gaya,60,108,168,361.0,32.0,499.42857142857144,541.9666666666667,326.6256407501167,0.3094112591319295,Low,-1.1414450523788362,0,0,4,11,1,2025
2025-11-05,Bihar,Gaya,311,472,783,330.0,3.0,564.1428571428571,542.0333333333333,326.67631172722054,1.4419004358234608,High,0.735380184782058,0,0,5,11,2,2025
2025-11-06,Bihar,Gaya,724,1113,1837,285.0,30.0,785.8571428571429,586.4666666666667,403.05161245040625,3.1269859282796184,High,3.0949841426182285,1,0,6,11,3,2025
2025-11-07,Bihar,Gaya,282,452,734,453.0,591.0,826.0,608.9,391.3557645963331,1.2034759796687982,Medium,0.3188432827760451,0,0,7,11,4,2025
2025-11-08,Bihar,Gaya,166,207,373,312.0,641.0,834.7142857142857,599.4666666666667,393.58570317930537,0.6211835239258354,Low,-0.5739353069357331,0,0,8,11,5,2025
2025-11-09,Bihar,Gaya,299,479,778,904.0,1203.0,816.7142857142857,601.0666666666667,394.2316781944037,1.292215701472705,Medium,0.44766991892361574,0,0,9,11,6,2025
2025-11-10,Bihar,Gaya,322,517,839,1044.0,878.0,787.4285714285714,615.1666666666666,394.9481924413194,1.3616445766837977,High,0.5653096480962116,0,0,10,11,0,2025
2025-11-11,Bihar,Gaya,303,510,813,168.0,361.0,879.5714285714286,615.3333333333334,395.0334192177573,1.319091400757166,High,0.4991161277679459,0,0,11,11,1,2025
2025-11-12,Bihar,Gaya,103,171,274,783.0,330.0,806.8571428571429,596.9333333333333,397.7289783632906,0.45824506633961426,Low,-0.8099068561781375,0,0,12,11,2,2025
2025-11-13,Bihar,Gaya,200,344,544,1837.0,285.0,622.1428571428571,590.7666666666667,397.0443112015246,0.9192812482397341,Low,-0.11749110677024424,0,0,13,11,3,2025
2025-11-14,Bihar,Gaya,94,126,220,734.0,453.0,548.7142857142857,581.5333333333333,402.4836457019007,0.3776607919432365,Low,-0.8960297082287175,0,0,14,11,4,2025
2025-11-15,Bihar,Gaya,89,165,254,373.0,312.0,531.7142857142857,564.3666666666667,405.18590738110794,0.44926596309179884,Low,-0.7641000365270233,0,0,15,11,5,2025
2025-11-16,Bihar,Gaya,169,298,467,778.0,904.0,487.2857142857143,555.7333333333333,404.3816849542752,0.8388216980002394,Low,-0.2188883628113144,0,0,16,11,6,2025
2025-11-17,Bihar,Gaya,213,354,567,839.0,1044.0,448.42857142857144,545.8333333333334,400.1883249200566,1.036879000304785,Medium,0.05275992682709408,0,0,17,11,0,2025
2025-11-18,Bihar,Gaya,173,275,448,813.0,168.0,396.2857142857143,540.1333333333333,400.32803216032136,0.8278920783540717,Low,-0.22957113869516138,0,0,18,11,1,2025
2025-11-19,Bihar,Gaya,114,176,290,274.0,783.0,398.57142857142856,548.5333333333333,391.9854618463196,0.5277204901128231,Low,-0.6578699683156092,0,0,19,11,2,2025
2025-11-25,Bihar,Gaya,511,671,1182,544.0,1837.0,489.7142857142857,586.8666666666667,395.9412820742446,2.010660013608528,High,1.4992981587186451,0,0,25,11,1,2025
2025-12-01,Bihar,Gaya,459,599,1058,220.0,734.0,609.4285714285714,622.0333333333333,389.0873923048605,1.698143491519983,High,1.1176128100186091,0,0,1,12,0,2025
2025-12-02,Bihar,Gaya,402,647,1049,254.0,373.0,723.0,656.0,379.99392009658055,1.5966514459665144,High,1.0315125236129121,0,0,2,12,1,2025
2025-12-03,Bihar,Gaya,332,671,1003,467.0,778.0,799.5714285714286,669.7333333333333,384.9761240544349,1.4953781930225623,High,0.8634385546077599,0,0,3,12,2,2025
2025-12-04,Bihar,Gaya,481,757,1238,567.0,839.0,895.4285714285714,689.6333333333333,398.62751460771045,1.7925575558665958,High,1.3721944726577804,0,0,4,12,3,2025
2025-12-05,Bihar,Gaya,273,455,728,448.0,813.0,935.4285714285714,673.8,386.7913453370018,1.078838174273859,Medium,0.1397658835137197,0,0,5,12,4,2025
2025-12-06,Bihar,Gaya,256,406,662,290.0,274.0,988.5714285714286,666.6,384.8647411306197,0.9916117435590174,Low,-0.01192127579866871,0,0,6,12,5,2025
2025-12-07,Bihar,Gaya,333,513,846,1182.0,544.0,940.5714285714286,682.7666666666667,381.7589674066922,1.237264173938478,Medium,0.426465079157488,0,0,7,12,6,2025
2025-12-08,Bihar,Gaya,276,495,771,1058.0,220.0,899.5714285714286,697.4666666666667,376.15639936285913,1.1038465209506538,Medium,0.19496774668958347,0,0,8,12,0,2025
2025-12-09,Bihar,Gaya,552,830,1382,1049.0,254.0,947.1428571428571,734.0333333333333,387.81701011347457,1.8801868395991113,High,1.6665080225722646,0,0,9,12,1,2025
2025-12-10,Bihar,Gaya,290,385,675,1003.0,467.0,900.2857142857143,741.4333333333333,384.37236645208446,0.9091725407443991,Low,-0.17238738196240988,0,0,10,12,2,2025
2025-12-11,Bihar,Gaya,393,633,1026,1238.0,567.0,870.0,765.2333333333333,378.93195489006075,1.3390177056597208,High,0.6863509723527298,0,0,11,12,3,2025
2025-12-12,Bihar,Gaya,467,837,1304,728.0,448.0,952.2857142857143,778.5666666666667,390.83347572482563,1.6727241629965364,High,1.340960805764159,0,0,12,12,4,2025
2025-12-13,Bihar,Gaya,541,844,1385,662.0,290.0,1055.5714285714287,789.9333333333333,403.57043852417644,1.7510957518543495,High,1.4708604732402033,0,0,13,12,5,2025
2025-12-14,Bihar,Gaya,75,144,219,846.0,1182.0,966.0,791.6333333333333,400.9592363263674,0.2762942091761638,Low,-1.4246054862846553,0,0,14,12,6,2025
2025-12-15,Bihar,Gaya,134,249,383,771.0,1058.0,910.5714285714286,778.3,407.84776994400414,0.49146670088541,Low,-0.9668635346944422,0,0,15,12,0,2025
2025-12-16,Bihar,Gaya,483,785,1268,1382.0,1049.0,894.2857142857143,759.3333333333334,368.22138518256736,1.6676896098202543,High,1.3776739026509754,0,0,16,12,1,2025
2025-12-18,Bihar,Gaya,12,27,39,675.0,1003.0,803.4285714285714,736.1666666666666,391.0269488317464,0.05290526791770292,Low,-1.7783641373233319,0,0,18,12,3,2025
2025-12-19,Bihar,Gaya,447,671,1118,1026.0,1238.0,816.5714285714286,761.0,390.82432776432336,1.4671916010498687,High,0.911122599346946,0,0,19,12,4,2025
2025-12-20,Bihar,Gaya,130,209,339,1304.0,728.0,678.7142857142857,746.3666666666667,398.31268979357935,0.45359261406716916,Low,-1.0201695991110393,0,0,20,12,5,2025
2025-12-22,Bihar,Gaya,0,1,1,1385.0,662.0,481.0,718.4333333333333,420.36598859545904,0.0013899828568780985,Low,-1.702637025177938,0,0,22,12,0,2025
2025-12-25,Bihar,Gaya,648,793,1441,219.0,846.0,655.5714285714286,739.3666666666667,440.3968808287584,1.9463328981135473,High,1.5895747428390519,0,0,25,12,3,2025
2025-12-26,Bihar,Gaya,715,1027,1742,383.0,771.0,849.7142857142857,788.3,467.62076810022245,2.2070188774863806,High,2.0351210721331823,0,0,26,12,4,2025
2025-12-27,Bihar,Gaya,402,532,934,1268.0,1382.0,802.0,801.3,466.01325643422973,1.1641530599526362,Medium,0.28414610971260174,0,0,27,12,5,2025
2025-12-28,Bihar,Gaya,162,233,395,39.0,675.0,852.8571428571429,807.1333333333333,459.5361779562041,0.4887807292525986,Low,-0.8948989309858871,0,0,28,12,6,2025
2025-12-29,Bihar,Gaya,396,518,914,1118.0,1026.0,823.7142857142857,829.1333333333333,447.79057091716453,1.1010279473177,Medium,0.18910082378341886,0,0,29,12,0,2025
2025-03-01,Bihar,Gopalganj,6451,7603,14054,,,14054.0,14054.0,0.0,0.999928850942725,Low,0.0,0,0,1,3,5,2025
2025-04-01,Bihar,Gopalganj,8655,7342,15997,,,15025.5,15025.5,1373.908475845462,1.0645858982464314,Medium,0.7065924874763776,0,0,1,4,1,2025
2025-05-01,Bihar,Gopalganj,6673,6360,13033,,,14361.333333333334,14361.333333333334,1505.7105742251179,0.9074430802794345,Low,-0.8816114760570251,0,0,1,5,3,2025
2025-06-01,Bihar,Gopalganj,4991,5961,10952,,,13509.0,13509.0,2101.7448306902847,0.810658771280533,Low,-1.216029621226363,0,0,1,6,6,2025
2025-07-01,Bihar,Gopalganj,6140,8533,14673,,,13741.8,13741.8,1893.1396409140032,1.0676863521262043,Medium,0.4916216206481255,0,0,1,7,1,2025
2025-09-01,Bihar,Gopalganj,334,356,690,,,11566.5,11566.5,5590.953648529024,0.05964988113248325,Low,-1.9450268517266929,0,0,1,9,0,2025
2025-09-02,Bihar,Gopalganj,166,213,379,,,9968.285714285714,9968.285714285714,6627.894932638509,0.03801676578061188,Low,-1.4465888827217956,0,0,2,9,1,2025
2025-09-03,Bihar,Gopalganj,189,219,408,14054.0,,8018.857142857143,8773.25,7005.590905025173,0.04649970082913069,Low,-1.1939115774549343,0,0,3,9,2,2025
2025-09-04,Bihar,Gopalganj,213,288,501,15997.0,,5805.142857142857,7854.111111111111,7109.631679004976,0.06378012900305534,Low,-1.0341009692320424,0,0,4,9,3,2025
2025-09-05,Bihar,Gopalganj,41,64,105,13033.0,,3958.285714285714,7079.2,7136.905270805018,0.014830089545493065,Low,-0.9770653623725445,0,0,5,9,4,2025
2025-09-06,Bihar,Gopalganj,174,216,390,10952.0,,2449.4285714285716,6471.090909090909,7064.6753988353275,0.06025873330243142,Low,-0.860652459366204,0,0,6,9,5,2025
2025-09-07,Bihar,Gopalganj,27,29,56,14673.0,,361.2857142857143,5936.5,6985.831941085536,0.009431578947368421,Low,-0.8416547083979744,0,0,7,9,6,2025
2025-09-08,Bihar,Gopalganj,154,173,327,690.0,,309.42857142857144,5505.0,6866.988168039901,0.05938975662913186,Low,-0.7539325743302471,0,0,8,9,0,2025
2025-09-09,Bihar,Gopalganj,201,319,520,379.0,,329.57142857142856,5148.928571428572,6730.764769260688,0.1009722742340393,Low,-0.6876248250036433,0,0,9,9,1,2025
2025-09-10,Bihar,Gopalganj,172,324,496,408.0,14054.0,342.14285714285717,4838.733333333334,6596.254104378016,0.10248498539864455,Low,-0.6582637662010691,0,0,10,9,2,2025
2025-09-11,Bihar,Gopalganj,155,187,342,501.0,15997.0,319.42857142857144,4557.6875,6470.985383167441,0.07502159338625426,Low,-0.6513746942266438,0,0,11,9,3,2025
2025-09-12,Bihar,Gopalganj,161,217,378,105.0,13033.0,358.42857142857144,4311.823529411765,6346.982208452437,0.08764559862516708,Low,-0.6196966847471339,0,0,12,9,4,2025
2025-09-13,Bihar,Gopalganj,98,145,243,390.0,10952.0,337.42857142857144,4085.777777777778,6231.71449881742,0.05946004730703352,Low,-0.6165496235238911,0,0,13,9,5,2025
2025-09-14,Bihar,Gopalganj,23,23,46,56.0,14673.0,336.0,3873.157894736842,6126.642104259414,0.011873548071567335,Low,-0.624572687115086,0,0,14,9,6,2025
2025-09-15,Bihar,Gopalganj,168,254,422,327.0,690.0,349.57142857142856,3700.6,6012.961214611405,0.11400475470066998,Low,-0.5451648061903652,0,0,15,9,0,2025
2025-09-16,Bihar,Gopalganj,134,225,359,520.0,379.0,326.57142857142856,3541.4761904761904,5905.899217046018,0.10134154210130122,Low,-0.5387727255092251,0,0,16,9,1,2025
2025-09-17,Bihar,Gopalganj,72,160,232,496.0,408.0,288.85714285714283,3391.0454545454545,5806.595990581358,0.06839530988274707,Low,-0.5439506225413632,0,0,17,9,2,2025
2025-09-18,Bihar,Gopalganj,147,306,453,342.0,501.0,304.7142857142857,3263.304347826087,5706.075306474851,0.138773824904434,Low,-0.49242461276754335,0,0,18,9,3,2025
2025-09-19,Bihar,Gopalganj,144,226,370,378.0,105.0,303.57142857142856,3142.75,5611.815595919799,0.11769383697813121,Low,-0.49400340214555294,0,0,19,9,4,2025
2025-09-20,Bihar,Gopalganj,201,285,486,243.0,390.0,338.2857142857143,3036.48,5519.295306166056,0.16000105350487903,Low,-0.4620187614150218,0,0,20,9,5,2025
2025-10-13,Bihar,Gopalganj,1,1,2,46.0,56.0,332.0,2919.769230769231,5440.429426489731,0.0006847511193047142,Low,-0.5362137412947181,0,0,13,10,0,2025
2025-10-15,Bihar,Gopalganj,125,182,307,422.0,327.0,315.57142857142856,2823.0,5358.424481419602,0.10871104815864023,Low,-0.46945339163237226,0,0,15,10,2,2025
2025-10-16,Bihar,Gopalganj,127,219,346,359.0,520.0,313.7142857142857,2734.535714285714,5279.05343284432,0.12648345192244925,Low,-0.4523696103959748,0,0,16,10,3,2025
2025-10-17,Bihar,Gopalganj,226,365,591,232.0,496.0,365.0,2660.6206896551726,5199.186903557908,0.22204516304559058,Low,-0.39798967384021555,0,0,17,10,4,2025
2025-10-18,Bihar,Gopalganj,212,349,561,453.0,342.0,380.42857142857144,2590.633333333333,5123.121034758168,0.21646580663416895,Low,-0.39609394851640567,0,0,18,10,5,2025
2025-10-19,Bihar,Gopalganj,212,346,558,370.0,378.0,407.2857142857143,2140.766666666667,4652.756422056554,0.26053258213624264,Low,-0.34010518022927,0,0,19,10,6,2025
2025-10-20,Bihar,Gopalganj,20,19,39,486.0,243.0,343.42857142857144,1608.8333333333333,3858.3977207209164,0.024226110363391656,Low,-0.4067560399139418,0,0,20,10,0,2025
2025-10-21,Bihar,Gopalganj,17,33,50,2.0,46.0,350.2857142857143,1176.0666666666666,3205.7573416173173,0.042478477571363846,Low,-0.35115431156968635,0,0,21,10,1,2025
2025-10-22,Bihar,Gopalganj,3,3,6,307.0,422.0,307.2857142857143,811.2,2625.0509144487605,0.007387343018960847,Low,-0.3066201022873241,0,0,22,10,2,2025
2025-10-23,Bihar,Gopalganj,9,15,24,346.0,359.0,261.2857142857143,322.9,199.39172154502117,0.07409694350108059,Low,-1.4915785826653891,0,0,23,10,3,2025
2025-10-24,Bihar,Gopalganj,267,346,613,591.0,232.0,264.42857142857144,320.3333333333333,194.94938924709075,1.907676348547718,High,1.4935829491033328,0,0,24,10,4,2025
2025-10-25,Bihar,Gopalganj,160,285,445,561.0,453.0,247.85714285714286,322.53333333333336,196.00382356110384,1.3754378734803214,High,0.6216461409373696,0,0,25,10,5,2025
2025-10-26,Bihar,Gopalganj,356,596,952,558.0,370.0,304.14285714285717,340.6666666666667,226.9107880800823,2.786341463414634,High,2.682336095115101,0,0,26,10,6,2025
2025-10-27,Bihar,Gopalganj,248,373,621,39.0,486.0,387.2857142857143,344.6666666666667,230.8579699703871,1.7965284474445515,High,1.1918215852947673,0,0,27,10,0,2025
2025-10-28,Bihar,Gopalganj,55,125,180,50.0,2.0,405.85714285714283,347.1666666666667,228.5678173462624,0.5169937769267592,Low,-0.7281798842671635,0,0,28,10,1,2025
2025-10-29,Bihar,Gopalganj,79,135,214,6.0,307.0,435.57142857142856,341.3,229.68646545626214,0.6251825883727724,Low,-0.5518312474389007,0,0,29,10,2,2025
2025-10-30,Bihar,Gopalganj,58,124,182,24.0,346.0,458.14285714285717,345.5,225.4016721169145,0.5252525252525253,Low,-0.7221678111792748,0,0,30,10,3,2025
2025-10-31,Bihar,Gopalganj,123,200,323,613.0,591.0,416.7142857142857,345.3666666666667,225.41417562946265,0.9325377730728515,Low,-0.0987865119508717,0,0,31,10,4,2025
2025-11-01,Bihar,Gopalganj,66,131,197,445.0,561.0,381.2857142857143,334.6,224.4973849782366,0.5870083432657925,Low,-0.6102066328320401,0,0,1,11,5,2025
2025-11-02,Bihar,Gopalganj,166,347,513,952.0,558.0,318.57142857142856,335.1666666666667,224.93985147502607,1.5260287555775904,High,0.7870826335963572,0,0,2,11,6,2025
2025-11-03,Bihar,Gopalganj,207,404,611,621.0,39.0,317.14285714285717,344.1333333333333,230.51407815984393,1.7703303071276801,High,1.1527016792577698,0,0,3,11,0,2025
2025-11-04,Bihar,Gopalganj,117,197,314,180.0,50.0,336.2857142857143,342.0,230.48599329123203,0.9154518950437318,Low,-0.1209576424123997,0,0,4,11,1,2025
2025-11-05,Bihar,Gopalganj,147,244,391,214.0,6.0,361.57142857142856,346.93333333333334,229.87701859507072,1.1237785016286646,Medium,0.19086640556440163,0,0,5,11,2,2025
2025-11-06,Bihar,Gopalganj,242,420,662,182.0,24.0,430.14285714285717,367.46666666666664,229.5811378370886,1.796634702370183,High,1.277352241801446,0,0,6,11,3,2025
2025-11-07,Bihar,Gopalganj,100,190,290,323.0,613.0,425.42857142857144,363.06666666666666,229.76478727442534,0.7965574070683025,Low,-0.3166283189461476,0,0,7,11,4,2025
2025-11-08,Bihar,Gopalganj,60,102,162,197.0,445.0,420.42857142857144,356.5,232.68163094517777,0.45314685314685316,Low,-0.832329007690083,0,0,8,11,5,2025
2025-11-09,Bihar,Gopalganj,125,200,325,513.0,952.0,393.57142857142856,359.6,231.5826507705804,0.901275651691625,Low,-0.14876432049151198,0,0,9,11,6,2025
2025-11-10,Bihar,Gopalganj,198,373,571,611.0,621.0,387.85714285714283,363.53333333333336,234.21088836747666,1.5663862472567665,High,0.8820453343237051,0,0,10,11,0,2025
2025-11-11,Bihar,Gopalganj,195,345,540,314.0,180.0,420.14285714285717,369.2,236.41888599511242,1.4586709886547813,High,0.7194035945544625,0,0,11,11,1,2025
2025-11-12,Bihar,Gopalganj,148,271,419,391.0,214.0,424.14285714285717,366.96666666666664,235.59250080760035,1.1386900987408282,Medium,0.21992807530128541,0,0,12,11,2,2025
2025-11-13,Bihar,Gopalganj,77,168,245,662.0,182.0,364.57142857142856,375.06666666666666,226.61815572840732,0.6514802340010637,Low,-0.5714248331836124,0,0,13,11,3,2025
2025-11-14,Bihar,Gopalganj,73,149,222,290.0,323.0,354.85714285714283,372.23333333333335,228.0255102687655,0.5948021791551308,Low,-0.6559676830630434,0,0,14,11,4,2025
2025-11-15,Bihar,Gopalganj,84,145,229,162.0,197.0,364.42857142857144,368.3333333333333,229.4855315600525,0.6200361010830325,Low,-0.6045209536158253,0,0,15,11,5,2025
2025-11-16,Bihar,Gopalganj,229,439,668,325.0,513.0,413.42857142857144,370.9,232.47296468695532,1.7961817692928208,High,1.2725242102371765,0,0,16,11,6,2025
2025-11-17,Bihar,Gopalganj,159,297,456,571.0,611.0,397.0,367.4,230.2924078284949,1.237785016286645,Medium,0.38306488670262623,0,0,17,11,0,2025
